,timestamp,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence
234,9360,0.46813000000000005,0.37656,-0.4663,0.99997,0.47558,0.35498,-0.44253,0.99987,0.48075999999999997,0.35597,-0.4426,0.99993,0.48597,0.35697,-0.44282,0.99985,0.45855999999999997,0.3521,-0.44948,0.9999,0.45153,0.35131,-0.44962,0.99995,0.44494999999999996,0.35078,-0.44958,0.9999,0.489,0.37119,-0.27535,0.99989,0.43389999999999995,0.36411,-0.30882,0.99993,0.47538,0.4029,-0.40211,0.99995,0.45365,0.40256,-0.41187,0.99996,0.5174099999999999,0.50714,-0.15878,0.99984,0.38995,0.51216,-0.19251,0.99995,0.53649,0.70294,-0.08707,0.99735,0.38280000000000003,0.71976,-0.12434,0.99937,0.5495,0.86661,-0.22968,0.99093,0.39132,0.89686,-0.2651,0.99719,0.5572900000000001,0.91767,-0.27231,0.97542,0.38868,0.9521,-0.31452,0.99348,0.5475300000000001,0.92385,-0.32179,0.98033,0.40179,0.95086,-0.35833,0.99462,0.54259,0.90763,-0.25129,0.98269,0.40666,0.93335,-0.28392,0.99426,0.50485,0.84859,0.00265,0.99827,0.42596999999999996,0.85329,-0.00218,0.99884,0.5026999999999999,1.11817,0.08243,0.72144,0.42442,1.13305,-0.04137,0.87274,0.49670000000000003,1.34276,0.44596,0.03088,0.42154,1.35161,0.3238,0.04101,0.49795999999999996,1.37493,0.4767,0.04312,0.41898,1.38271,0.35301,0.05658,0.48214,1.42496,0.29547,0.01611,0.43035999999999996,1.4305,0.18769,0.0174
235,9400,0.46909999999999996,0.37619,-0.44864,0.99997,0.47641999999999995,0.35443,-0.42397,0.99987,0.48180999999999996,0.35537,-0.42404,0.99993,0.48694000000000004,0.35639,-0.42426,0.99985,0.45951,0.35174,-0.4306,0.9999,0.45243999999999995,0.35102,-0.43076,0.99995,0.44586000000000003,0.35054,-0.43072,0.9999,0.49029999999999996,0.37105,-0.25755,0.99989,0.43483000000000005,0.36409,-0.28923,0.99993,0.47639,0.40246,-0.38514,0.99995,0.45453,0.40233,-0.39439,0.99996,0.5188200000000001,0.50717,-0.14271,0.99984,0.39139,0.51281,-0.17592,0.99995,0.5386500000000001,0.70297,-0.07789,0.99737,0.38509000000000004,0.72083,-0.11074,0.99938,0.55208,0.8658,-0.22549,0.9911,0.39358000000000004,0.89794,-0.2511,0.99727,0.55972,0.91652,-0.26845,0.97572,0.39086,0.95286,-0.29971,0.99368,0.5500499999999999,0.92282,-0.31715,0.98066,0.40342999999999996,0.95171,-0.34275,0.99479,0.54501,0.90659,-0.24703,0.98311,0.40818,0.93406,-0.2697,0.99442,0.50656,0.84969,0.00252,0.99833,0.42704,0.85537,-0.00204,0.99889,0.50312,1.12021,0.07154,0.72753,0.42530999999999997,1.13525,-0.04468,0.87983,0.4971,1.3453,0.43119,0.031,0.42152,1.35448,0.31609,0.04411,0.49841,1.37737,0.46156,0.04357,0.41878000000000004,1.38568,0.34493,0.06042,0.48226,1.42788,0.28045,0.01628,0.42998000000000003,1.43265,0.17889,0.01879
236,9440,0.47018000000000004,0.37579,-0.45196,0.99997,0.47718000000000005,0.35401,-0.42709,0.99987,0.48275,0.35493,-0.42717,0.99993,0.48775,0.356,-0.42739,0.99985,0.4606,0.3514,-0.43345,0.9999,0.45352000000000003,0.35072,-0.43361,0.99996,0.44693000000000005,0.35028,-0.43358,0.99991,0.49132,0.37088,-0.26062,0.99989,0.43592,0.36406,-0.2909,0.99993,0.47735000000000005,0.40194,-0.38839,0.99995,0.45565999999999995,0.40202,-0.39718,0.99996,0.52015,0.50718,-0.1445,0.99984,0.39258000000000004,0.51347,-0.1762,0.99995,0.54076,0.70288,-0.0766,0.99736,0.38704000000000005,0.72126,-0.1129,0.99938,0.55418,0.865,-0.22045,0.99102,0.39544999999999997,0.89831,-0.25568,0.99729,0.56208,0.91533,-0.26325,0.9755,0.39293999999999996,0.95319,-0.30497,0.99379,0.55235,0.9217,-0.31225,0.98056,0.40523,0.95186,-0.34779,0.99487,0.54718,0.9056,-0.24211,0.98314,0.40988,0.93407,-0.27435,0.99448,0.50804,0.84998,0.00232,0.99836,0.42813,0.85589,-0.00184,0.99892,0.50302,1.12008,0.03628,0.73578,0.42688000000000004,1.13574,-0.06163,0.88605,0.49795999999999996,1.34538,0.39282,0.03213,0.42269,1.35431,0.30343,0.04759,0.49956,1.37742,0.42264,0.04492,0.42012000000000005,1.38529,0.33229,0.0646,0.48295999999999994,1.42785,0.23798,0.0169,0.43048,1.4326,0.16702,0.02032
237,9480,0.47257000000000005,0.37577,-0.43676,0.99997,0.4789,0.35396,-0.41029,0.99986,0.48446999999999996,0.35482,-0.41039,0.99992,0.48922,0.35583,-0.41065,0.99983,0.46285,0.35138,-0.41683,0.99989,0.45567,0.3507,-0.417,0.99995,0.44899,0.35027,-0.41702,0.9999,0.4928,0.37062,-0.24221,0.99988,0.43761000000000005,0.36419,-0.27265,0.99993,0.47972000000000004,0.40191,-0.37241,0.99995,0.4588,0.40196,-0.38107,0.99996,0.52206,0.50717,-0.12692,0.99983,0.39454999999999996,0.514,-0.15856,0.99995,0.54315,0.70213,-0.07708,0.99698,0.38959,0.72249,-0.10301,0.99933,0.55793,0.86247,-0.22975,0.98997,0.39807000000000003,0.8991,-0.24069,0.99706,0.56697,0.91282,-0.27956,0.97308,0.39576,0.95485,-0.28827,0.99333,0.55657,0.91952,-0.3229,0.97878,0.40828,0.95351,-0.32838,0.99449,0.55123,0.9032,-0.25114,0.98168,0.41274,0.93547,-0.25822,0.99398,0.50947,0.85013,0.0007,0.99831,0.42943,0.8569,-0.00021,0.99886,0.504,1.11768,-0.06321,0.73537,0.42743,1.13662,-0.07684,0.88875,0.49885,1.34556,0.28148,0.03387,0.42303999999999997,1.35411,0.29382,0.04975,0.5003,1.37822,0.30948,0.04649,0.42055,1.38503,0.32284,0.06817,0.48436,1.42783,0.11417,0.01835,0.43113999999999997,1.43252,0.15547,0.02215
238,9520,0.47428000000000003,0.37583,-0.43606,0.99997,0.48024,0.35397,-0.40977,0.99985,0.48577000000000004,0.35481,-0.40988,0.99992,0.49037,0.35579,-0.41014,0.99982,0.46446,0.35143,-0.41619,0.99989,0.45726999999999995,0.35073,-0.41636,0.99995,0.45053,0.35032,-0.41637,0.99989,0.49380999999999997,0.37045,-0.24173,0.99988,0.43896999999999997,0.36442,-0.27156,0.99993,0.48140000000000005,0.40194,-0.37164,0.99994,0.46084,0.40198,-0.38012,0.99996,0.52339,0.50718,-0.1258,0.99983,0.39596,0.51479,-0.15584,0.99995,0.5446500000000001,0.70181,-0.0704,0.99691,0.39098,0.72379,-0.10282,0.99933,0.56016,0.86061,-0.23086,0.98995,0.39944999999999997,0.89915,-0.24726,0.99706,0.56948,0.91058,-0.27867,0.97315,0.39708,0.95512,-0.29627,0.99341,0.55904,0.91738,-0.32448,0.97889,0.40964,0.95354,-0.33716,0.99455,0.55368,0.90119,-0.25265,0.98187,0.41379999999999995,0.9354,-0.26533,0.99401,0.5113,0.85017,-0.0021,0.99835,0.43094,0.85746,0.0026,0.99887,0.5042,1.11619,-0.09335,0.74114,0.42879,1.13863,-0.07898,0.89217,0.5004,1.34823,0.22911,0.03501,0.42447,1.35648,0.29388,0.05004,0.50239,1.38288,0.25451,0.04717,0.42195000000000005,1.38755,0.32286,0.06925,0.48566,1.42886,0.05358,0.01919,0.43245,1.43424,0.1563,0.02246
239,9560,0.47533000000000003,0.37596,-0.42982,0.99997,0.48124999999999996,0.35405,-0.4034,0.99985,0.4868,0.35485,-0.40351,0.99992,0.49134999999999995,0.3558,-0.40375,0.99982,0.4656,0.35154,-0.41055,0.99989,0.45842000000000005,0.3508,-0.41073,0.99995,0.4517,0.35039,-0.41072,0.99989,0.49476,0.37044,-0.2336,0.99988,0.44008,0.36459,-0.2671,0.99993,0.48246,0.40208,-0.36499,0.99995,0.46192,0.40206,-0.37453,0.99996,0.52439,0.50721,-0.11596,0.99984,0.39719000000000004,0.51542,-0.15369,0.99995,0.54591,0.7017,-0.04963,0.99695,0.3922,0.72458,-0.10188,0.99935,0.56184,0.85987,-0.20914,0.99019,0.40071,0.89942,-0.25131,0.99714,0.57153,0.90944,-0.25471,0.97384,0.39815,0.95523,-0.30086,0.99364,0.56107,0.91608,-0.30362,0.97947,0.41076,0.95347,-0.34251,0.99474,0.55557,0.9,-0.23167,0.98243,0.41474,0.93532,-0.26982,0.9942,0.51259,0.85096,-0.00228,0.99841,0.43238,0.85824,0.00278,0.9989,0.5041,1.1173,-0.05976,0.74972,0.42981,1.1414,-0.07593,0.89654,0.50177,1.35521,0.25455,0.03694,0.42572,1.36063,0.29542,0.05145,0.5042599999999999,1.3906,0.27892,0.04883,0.42313,1.39122,0.32426,0.07057,0.48677000000000004,1.43447,0.08012,0.02018,0.43387,1.43859,0.15795,0.02294
240,9600,0.47602,0.37629,-0.43427,0.99997,0.4821,0.35432,-0.408,0.99984,0.48767000000000005,0.35508,-0.40811,0.99992,0.49224999999999997,0.35597,-0.40835,0.99982,0.46640000000000004,0.35182,-0.41447,0.99988,0.45921,0.351,-0.41466,0.99995,0.45252000000000003,0.35058,-0.41466,0.99989,0.49573999999999996,0.37046,-0.23848,0.99988,0.44092,0.36482,-0.26867,0.99993,0.48329,0.40243,-0.36935,0.99994,0.46247000000000005,0.40229,-0.37797,0.99996,0.52536,0.50722,-0.12146,0.99984,0.39798999999999995,0.51599,-0.15226,0.99995,0.54712,0.70162,-0.06186,0.99686,0.39322999999999997,0.72499,-0.10146,0.99935,0.5635600000000001,0.85934,-0.2146,0.99006,0.40181999999999995,0.90028,-0.251,0.99716,0.57331,0.9084,-0.2575,0.97362,0.39908,0.95592,-0.30116,0.99371,0.5628500000000001,0.91523,-0.30576,0.97936,0.41179,0.95411,-0.34279,0.9948,0.55731,0.89922,-0.2355,0.98243,0.41586,0.93597,-0.26965,0.99423,0.51404,0.85118,-0.00411,0.99844,0.43371000000000004,0.8588,0.00461,0.99891,0.50509,1.11647,-0.09175,0.75557,0.43110000000000004,1.14236,-0.07339,0.90017,0.5032300000000001,1.35537,0.22103,0.03878,0.42657999999999996,1.36125,0.2968,0.05287,0.50578,1.39115,0.24537,0.05016,0.42396999999999996,1.39199,0.32578,0.07288,0.48832,1.43438,0.04338,0.02151,0.43466000000000005,1.43901,0.15807,0.02382
241,9640,0.47695,0.37683,-0.42164,0.99997,0.48307999999999995,0.35476,-0.39563,0.99984,0.48867000000000005,0.35548,-0.39573,0.99992,0.49333000000000005,0.35629,-0.39598,0.99981,0.46738,0.35218,-0.40259,0.99988,0.46030000000000004,0.35127,-0.40278,0.99995,0.45367,0.35084,-0.40278,0.99989,0.49709000000000003,0.37055,-0.22624,0.99988,0.44215000000000004,0.36522,-0.25902,0.99993,0.48428000000000004,0.40293,-0.35675,0.99994,0.46362000000000003,0.40265,-0.36609,0.99996,0.52669,0.50715,-0.11142,0.99984,0.39949,0.51638,-0.14461,0.99995,0.54819,0.70112,-0.05173,0.99685,0.39488,0.72591,-0.09577,0.99936,0.56524,0.85873,-0.21352,0.99019,0.40320999999999996,0.90082,-0.24881,0.99721,0.57508,0.90808,-0.25867,0.97404,0.40042,0.95644,-0.29971,0.99387,0.56464,0.91484,-0.30761,0.97976,0.41315,0.95449,-0.34171,0.99493,0.55915,0.89875,-0.23575,0.98281,0.41722000000000004,0.93641,-0.26775,0.99435,0.51598,0.85255,-0.00438,0.99848,0.43550999999999995,0.86026,0.00487,0.99893,0.50551,1.1183,-0.06139,0.76293,0.43209,1.14469,-0.0732,0.90485,0.50383,1.35844,0.25453,0.04145,0.42691999999999997,1.36418,0.29672,0.05644,0.5065200000000001,1.39399,0.27905,0.05241,0.42417000000000005,1.39489,0.32543,0.07612,0.48863,1.43732,0.08052,0.02297,0.43496,1.44165,0.15735,0.02521
242,9680,0.4779,0.37741,-0.43123,0.99997,0.48402,0.35521,-0.40592,0.99984,0.48956,0.35589,-0.40601,0.99992,0.49426000000000003,0.35661,-0.40625,0.99982,0.46833,0.35258,-0.41263,0.99989,0.46131,0.35159,-0.4128,0.99995,0.45472999999999997,0.35113,-0.4128,0.9999,0.4981,0.3706,-0.23766,0.99988,0.44320000000000004,0.36559,-0.26863,0.99993,0.48519,0.40334,-0.36668,0.99995,0.46472,0.40304,-0.37579,0.99996,0.52772,0.50707,-0.1211,0.99985,0.40091,0.51679,-0.15116,0.99995,0.5484800000000001,0.70075,-0.05652,0.99683,0.39648000000000005,0.72608,-0.0973,0.99937,0.56635,0.85853,-0.21152,0.99009,0.40439,0.90133,-0.25719,0.99723,0.5759000000000001,0.90804,-0.25468,0.97382,0.40153000000000005,0.95674,-0.30899,0.99393,0.56549,0.91464,-0.30529,0.97965,0.41405000000000003,0.95473,-0.35267,0.99498,0.56,0.89855,-0.2342,0.98273,0.4182,0.93653,-0.27687,0.99437,0.5171399999999999,0.85291,-0.00287,0.99844,0.43684,0.86035,0.00334,0.99891,0.50664,1.12002,0.00291,0.76698,0.43369,1.14444,-0.07253,0.90867,0.50449,1.35873,0.32118,0.04362,0.42878000000000005,1.3642,0.28278,0.06255,0.507,1.39347,0.34578,0.05485,0.42612000000000005,1.39484,0.30934,0.08037,0.48977000000000004,1.43822,0.15177,0.02411,0.43665,1.44144,0.13765,0.0276
243,9720,0.47885999999999995,0.37796,-0.4446,0.99997,0.48497,0.35561,-0.4205,0.99984,0.49048,0.35626,-0.42062,0.99992,0.4952,0.35691,-0.42087,0.99981,0.46926,0.35296,-0.42637,0.99989,0.46224,0.35191,-0.42654,0.99995,0.45563,0.35143,-0.4265,0.9999,0.49898,0.37065,-0.25185,0.99988,0.44401999999999997,0.36593,-0.27929,0.99993,0.48616000000000004,0.4038,-0.37969,0.99995,0.46567000000000003,0.40347,-0.38764,0.99996,0.52851,0.507,-0.13805,0.99985,0.40176,0.51776,-0.15591,0.99995,0.5482199999999999,0.70052,-0.07849,0.9969,0.39722999999999997,0.72697,-0.09671,0.99939,0.56778,0.85835,-0.24119,0.99031,0.40602000000000005,0.90219,-0.24466,0.99727,0.5773699999999999,0.90805,-0.28575,0.97436,0.4031,0.95709,-0.29355,0.99406,0.56717,0.9146,-0.33851,0.98012,0.41552,0.95484,-0.33665,0.9951,0.5617099999999999,0.89841,-0.26491,0.98319,0.41971,0.93656,-0.26382,0.99449,0.51817,0.85317,-0.00495,0.99849,0.43783000000000005,0.86057,0.00539,0.99894,0.50755,1.08937,-0.02613,0.77389,0.43449000000000004,1.14614,-0.06692,0.91269,0.50587,1.36247,0.29736,0.044,0.42969999999999997,1.36816,0.29442,0.06396,0.50881,1.3973,0.32276,0.05539,0.42686,1.39917,0.32136,0.08171,0.49148000000000003,1.44107,0.12633,0.02447,0.43752,1.44499,0.15185,0.02802
244,9760,0.47951,0.37812,-0.45914,0.99997,0.48562000000000005,0.35575,-0.43476,0.99984,0.49112999999999996,0.35641,-0.43492,0.99992,0.49583,0.35704,-0.43516,0.99981,0.46989000000000003,0.35306,-0.44058,0.99988,0.46287,0.35198,-0.44074,0.99995,0.45625000000000004,0.3515,-0.44072,0.99989,0.49949,0.3707,-0.26502,0.99988,0.44454000000000005,0.36605,-0.29276,0.99993,0.48678,0.40398,-0.39369,0.99994,0.46621,0.40364,-0.40159,0.99996,0.52906,0.50703,-0.14862,0.99986,0.40169,0.51924,-0.16308,0.99996,0.54817,0.70068,-0.08203,0.99697,0.39679,0.72861,-0.09991,0.99941,0.5701,0.85841,-0.24256,0.99063,0.40676,0.9046,-0.25191,0.99736,0.57976,0.9091,-0.28782,0.97514,0.40402000000000005,0.95814,-0.30251,0.99426,0.57072,0.91565,-0.34146,0.98077,0.41627000000000003,0.95535,-0.34462,0.99526,0.5650200000000001,0.89905,-0.26671,0.98381,0.42022000000000004,0.9371,-0.27096,0.99469,0.51877,0.85341,-0.00709,0.99854,0.43782,0.86291,0.00755,0.99897,0.50727,1.11251,-0.08218,0.77666,0.43452,1.15074,-0.06691,0.91343,0.5079400000000001,1.37002,0.23365,0.04257,0.43066000000000004,1.37595,0.3118,0.0609,0.5116700000000001,1.40728,0.25794,0.05387,0.42762999999999995,1.40802,0.341,0.07838,0.49382000000000004,1.4471,0.05292,0.02386,0.43908,1.45348,0.17291,0.02659
245,9800,0.48016000000000003,0.37828,-0.49283,0.99997,0.48632,0.35601,-0.46887,0.99983,0.49182000000000003,0.35671,-0.46902,0.99992,0.49650000000000005,0.35735,-0.46927,0.9998,0.47053,0.35315,-0.47479,0.99988,0.4635,0.35202,-0.47494,0.99995,0.45689,0.35152,-0.47492,0.99989,0.50007,0.37077,-0.29761,0.99987,0.44516,0.36606,-0.3258,0.99993,0.48736999999999997,0.4041,-0.42636,0.99994,0.46674000000000004,0.40371,-0.43434,0.99996,0.52948,0.50696,-0.1737,0.99986,0.40218,0.51921,-0.18999,0.99996,0.54816,0.70057,-0.10002,0.99698,0.39637,0.72859,-0.11738,0.99943,0.57279,0.85833,-0.25296,0.99061,0.40696,0.90635,-0.25961,0.99737,0.5844199999999999,0.90917,-0.29751,0.975,0.40444,0.95917,-0.3084,0.99427,0.57714,0.91579,-0.3518,0.98069,0.41659999999999997,0.95648,-0.35113,0.99528,0.57026,0.89909,-0.27728,0.98382,0.42045,0.93817,-0.27849,0.99471,0.5194099999999999,0.85329,-0.00754,0.99856,0.43787,0.86284,0.00799,0.99896,0.50837,1.08715,-0.06754,0.78039,0.43538,1.1503,-0.06029,0.91515,0.50937,1.37007,0.25607,0.04259,0.43169,1.37493,0.32076,0.06001,0.51292,1.40724,0.2813,0.05374,0.42884999999999995,1.40685,0.34989,0.07771,0.49599000000000004,1.4476,0.07652,0.02415,0.43991,1.4528,0.18017,0.02631
246,9840,0.4807,0.37832,-0.53986,0.99997,0.48682000000000003,0.35616,-0.51583,0.99982,0.49232,0.3569,-0.51598,0.99992,0.49699000000000004,0.35754,-0.5162,0.99979,0.47104,0.35319,-0.52236,0.99987,0.46402,0.35205,-0.52248,0.99995,0.45743,0.35154,-0.52249,0.99989,0.50044,0.37083,-0.33962,0.99987,0.44576000000000005,0.36607,-0.37071,0.99993,0.48787,0.40412,-0.47103,0.99994,0.46728000000000003,0.40372,-0.4799,0.99996,0.5296799999999999,0.50696,-0.20496,0.99986,0.40249999999999997,0.51948,-0.22693,0.99995,0.5482,0.70047,-0.10801,0.99698,0.39620999999999995,0.72857,-0.14641,0.99943,0.57786,0.85756,-0.24899,0.99051,0.40669999999999995,0.90704,-0.28525,0.99729,0.59162,0.90844,-0.29465,0.97456,0.40464999999999995,0.95967,-0.33261,0.994,0.5878300000000001,0.91567,-0.34649,0.98038,0.41655,0.95686,-0.37631,0.99505,0.5803,0.89913,-0.2729,0.98357,0.42008,0.93842,-0.30411,0.99445,0.51986,0.85277,-0.00749,0.9985,0.43816999999999995,0.86196,0.00794,0.9989,0.50956,1.07868,-0.06503,0.78317,0.43525,1.14902,-0.06301,0.91693,0.51128,1.36896,0.3084,0.04358,0.43162999999999996,1.37376,0.32264,0.06161,0.51477,1.40592,0.33736,0.05473,0.42917000000000005,1.40587,0.35281,0.07936,0.49839999999999995,1.44682,0.12865,0.02501,0.43937000000000004,1.45199,0.18177,0.02705
247,9880,0.48155000000000003,0.37822,-0.55617,0.99997,0.48765000000000003,0.35607,-0.53382,0.99983,0.49307999999999996,0.35684,-0.53394,0.99991,0.49775,0.35751,-0.53414,0.99979,0.47192999999999996,0.35297,-0.54025,0.99988,0.46496000000000004,0.3518,-0.54039,0.99995,0.45838999999999996,0.35128,-0.54037,0.99989,0.50122,0.3707,-0.36062,0.99987,0.44669000000000003,0.36575,-0.39197,0.99993,0.48866,0.40401,-0.48846,0.99994,0.46824,0.4036,-0.49741,0.99996,0.53024,0.50722,-0.22004,0.99986,0.40295000000000003,0.51916,-0.25463,0.99995,0.54809,0.70045,-0.11999,0.99703,0.39614000000000005,0.72835,-0.16957,0.99941,0.5918399999999999,0.8495,-0.26516,0.99077,0.40651000000000004,0.90694,-0.30803,0.99713,0.61144,0.89339,-0.30685,0.97509,0.40414000000000005,0.95962,-0.35399,0.99358,0.61307,0.89918,-0.36808,0.98083,0.4163,0.95709,-0.39886,0.9947,0.6053,0.88816,-0.2929,0.98397,0.41986,0.93885,-0.32749,0.99413,0.51937,0.85262,-0.00291,0.99847,0.43791,0.86004,0.00334,0.99887,0.5100899999999999,1.07773,0.01671,0.78109,0.43511,1.14499,-0.04291,0.9153,0.5105299999999999,1.36652,0.39309,0.04204,0.43174999999999997,1.37138,0.34452,0.05966,0.5138499999999999,1.40233,0.42408,0.05381,0.4295,1.40518,0.37422,0.07648,0.49766999999999995,1.44579,0.22151,0.02439,0.43903000000000003,1.44769,0.19864,0.02609
248,9920,0.48219999999999996,0.37819,-0.54702,0.99997,0.48821000000000003,0.35605,-0.52501,0.99983,0.49358,0.35682,-0.52514,0.99991,0.49822999999999995,0.3575,-0.52533,0.99979,0.47268,0.3529,-0.53145,0.99988,0.46582999999999997,0.35173,-0.53159,0.99995,0.45933999999999997,0.3512,-0.53159,0.99989,0.50181,0.37058,-0.35421,0.99987,0.44777,0.36559,-0.38537,0.99993,0.48927,0.40398,-0.48024,0.99994,0.46912,0.40357,-0.48912,0.99996,0.53071,0.50763,-0.21508,0.99987,0.40354999999999996,0.51888,-0.25168,0.99995,0.54803,0.69988,-0.11955,0.99698,0.39615,0.7272,-0.17035,0.99937,0.6021000000000001,0.83458,-0.26917,0.99076,0.40634000000000003,0.90688,-0.30956,0.99688,0.62547,0.86921,-0.31061,0.97525,0.40381,0.95939,-0.3556,0.99298,0.62828,0.87037,-0.37379,0.98094,0.41581999999999997,0.95708,-0.40068,0.99419,0.61928,0.86483,-0.298,0.98405,0.41938,0.93886,-0.32932,0.99367,0.51908,0.85264,-0.00157,0.99833,0.43781000000000003,0.85811,0.00202,0.99874,0.50997,1.07863,-0.00242,0.78255,0.43489999999999995,1.14347,-0.04771,0.9127,0.5101899999999999,1.36605,0.34982,0.04258,0.43152,1.37026,0.33462,0.05903,0.51353,1.40179,0.37815,0.05459,0.42943,1.40508,0.3638,0.07458,0.49700999999999995,1.44582,0.17763,0.02477,0.43857999999999997,1.44622,0.19113,0.02553
249,9960,0.4829,0.37819,-0.55738,0.99997,0.48885999999999996,0.35607,-0.53559,0.99983,0.4942,0.35685,-0.53571,0.99991,0.49885,0.35754,-0.53591,0.9998,0.47345000000000004,0.3529,-0.54256,0.99988,0.46669000000000005,0.35172,-0.5427,0.99995,0.46026999999999996,0.35118,-0.54269,0.99989,0.50225,0.37058,-0.36115,0.99987,0.44872999999999996,0.3655,-0.39537,0.99993,0.48985999999999996,0.40399,-0.48895,0.99994,0.46992,0.40357,-0.49879,0.99996,0.53076,0.50798,-0.21792,0.99987,0.40391999999999995,0.51883,-0.25649,0.99995,0.54806,0.69926,-0.11985,0.99688,0.39609000000000005,0.72635,-0.17493,0.99935,0.60876,0.81531,-0.27363,0.99078,0.40613999999999995,0.90644,-0.31848,0.9967,0.6366,0.84317,-0.31474,0.97546,0.40356000000000003,0.95916,-0.365,0.99248,0.64098,0.84077,-0.38102,0.98112,0.4153,0.95706,-0.4115,0.99377,0.62913,0.83706,-0.30395,0.98421,0.41874,0.93885,-0.33898,0.99333,0.5188200000000001,0.85266,-0.00061,0.99816,0.43762,0.85731,0.00108,0.99861,0.51006,1.08075,0.01837,0.78474,0.43491,1.1432,-0.04296,0.91186,0.51016,1.36683,0.37423,0.0428,0.43237000000000003,1.36984,0.33152,0.05947,0.51313,1.40174,0.40317,0.0556,0.43071000000000004,1.40415,0.35997,0.07427,0.49795,1.44857,0.20451,0.02488,0.43875,1.44599,0.18766,0.0253
250,10000,0.484,0.37865,-0.5712,0.99997,0.48989000000000005,0.35645,-0.54861,0.99984,0.49514,0.35725,-0.54874,0.99992,0.49982000000000004,0.35791,-0.54893,0.9998,0.47455,0.35317,-0.55582,0.99989,0.46782,0.35193,-0.55595,0.99995,0.46131999999999995,0.35132,-0.55596,0.99989,0.5026900000000001,0.37066,-0.36646,0.99987,0.44938999999999996,0.36551,-0.40218,0.99994,0.49061,0.40436,-0.49941,0.99994,0.4709,0.40381,-0.50971,0.99996,0.53074,0.50838,-0.21374,0.99986,0.40417000000000003,0.5179,-0.25448,0.99995,0.5480400000000001,0.69716,-0.12016,0.99661,0.39566,0.72448,-0.1732,0.99932,0.61634,0.78939,-0.29656,0.99059,0.40598999999999996,0.90634,-0.32051,0.99646,0.6465000000000001,0.81793,-0.33825,0.97527,0.40349999999999997,0.95915,-0.36637,0.99181,0.65109,0.81032,-0.40697,0.98107,0.4145,0.95706,-0.41338,0.99327,0.63948,0.80379,-0.32871,0.98417,0.41790000000000005,0.93886,-0.34118,0.99288,0.51868,0.85284,-0.00065,0.99789,0.43738999999999995,0.8569,0.0011,0.99837,0.50847,1.11824,0.0057,0.78288,0.43452999999999997,1.14318,-0.03986,0.91057,0.50987,1.37444,0.32333,0.04379,0.43233,1.37101,0.32496,0.0603,0.51288,1.41125,0.346,0.05667,0.43057999999999996,1.40594,0.34954,0.07512,0.49778,1.4559,0.13297,0.02537,0.43871000000000004,1.44749,0.1692,0.02535
