,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_forearm_r_cumsum_0,right_forearm_r_cumsum_1,right_forearm_r_cumsum_2,left_forearm_r_cumsum_0,left_forearm_r_cumsum_1,left_forearm_r_cumsum_2,right_forearm_angle_cumsum_0,right_forearm_angle_cumsum_1,right_forearm_angle_cumsum_2,left_forearm_angle_cumsum_0,left_forearm_angle_cumsum_1,left_forearm_angle_cumsum_2,shoulder_wrist_right_x,shoulder_wrist_right_y,shoulder_wrist_left_x,shoulder_wrist_left_y,gt_idle,gt_sr,gt_sl,gt_r,gt_rl,gt_su,gt_sd,gt_pin,gt_spr,gt_ft,gt_p
435,0.018459,0.043521,0.043634,0.00589,0.036843,0.043484,0.003302,0.005253,0.013056,-0.00589,-0.006941,-0.004315,-0.017483,-0.029039,-0.027013,-0.15964,-0.444028,-0.568964,0.001913,0.009567,0.009567,0.001088,0.007053,0.006153,0.006977,0.014022,0.010471,0.160697,0.475845,0.605291,0.003038,-0.009931,0.008412,6e-05,0.022365,0.104263,0.07536,-1.037204,0.06875,0.066607,1,0,0,0,0,0,0,0,0,0,0
436,0.021638,0.02577,0.018219,0.026371,0.037566,-0.01435,-0.000639,0.004658,0.021675,-0.000826,0.001427,0.001578,-0.007175,-0.010706,-0.009016,-0.125996,-0.34985,-0.44414,0.006912,0.0071,0.010932,0.005409,0.005898,0.004621,0.006287,0.004475,0.003157,0.154376,0.386079,0.426577,-0.017559,-0.005294,0.025676,0.001084,0.055203,0.131517,0.076496,-1.037758,0.067782,0.098678,1,0,0,0,0,0,0,0,0,0,0
437,0.003447,0.003559,-0.004646,0.004608,0.01124,-0.084224,0.002585,0.010378,0.03001,-0.000225,0.002398,0.002061,-0.004384,-0.00236,-0.001611,-0.158332,-0.283094,-0.338169,0.000749,0.000749,0.009741,0.000562,-0.000337,-0.000824,0.000764,-0.002781,-0.002777,0.160743,0.29001,0.248755,0.004392,0.022558,0.047087,0.021024,0.102129,0.120372,0.076356,-1.0403,0.073738,0.115734,1,0,0,0,0,0,0,0,0,0,0
438,0.000673,-0.006844,-0.020082,0.006544,-0.045138,-0.152205,0.002693,0.019633,0.034256,0.002468,0.002618,-0.003964,0.00086,0.002543,0.002132,-0.064809,-0.158675,-0.203364,-0.000561,0.003254,0.016903,-7.5e-05,-0.001346,-0.005123,-0.002567,-0.003879,-0.001054,0.070215,0.110531,0.046995,0.007549,0.037557,0.039589,0.031685,0.105629,0.117749,0.072344,-1.060932,0.078048,0.129389,1,0,0,0,0,0,0,0,0,0,0
439,-0.000551,-0.008598,-0.03443,7.3e-05,-0.093554,-0.185894,0.004997,0.024252,0.046997,0.000147,-0.000184,-0.016609,0.001139,0.001874,-0.00474,-0.058682,-0.112698,-0.148892,0.000551,0.00937,0.025722,-0.000808,-0.001286,-0.016572,-0.000955,-0.000951,0.000385,0.057788,0.017326,-0.040847,0.009181,0.030591,0.043946,0.042777,0.0587,0.089528,0.06799,-1.067261,0.086093,0.124848,1,0,0,0,0,0,0,0,0,0,0
440,-0.006755,-0.019612,-0.04064,-0.050264,-0.154242,-0.190015,0.011513,0.025713,0.049973,0.0,-0.006392,-0.020774,0.000508,0.000109,-0.015254,-0.033158,-0.076558,-0.079863,0.00316,0.016416,0.02851,-0.000436,-0.004104,-0.025532,-0.000331,0.002413,-0.004205,-0.017963,-0.079666,-0.112593,0.015989,0.017644,0.041603,0.020829,0.030703,0.035438,0.070006,-1.061847,0.098474,0.106549,1,0,0,0,0,0,0,0,0,0,0
441,-0.001198,-0.026721,-0.049848,-0.04226,-0.133495,-0.134766,0.007515,0.029988,0.053369,-0.000327,-0.016555,-0.036741,0.000218,-0.006317,-0.030932,-0.020222,-0.055983,-0.041497,0.005555,0.021711,0.037395,-3.6e-05,-0.015139,-0.045563,0.000335,0.001655,-0.008226,-0.02202,-0.079497,-0.094951,0.003729,0.016004,0.0311,-0.006143,0.022193,0.015854,0.060458,-1.048563,0.113849,0.096997,1,0,0,0,0,0,0,0,0,0,0
442,-0.011672,-0.032724,-0.060394,-0.061776,-0.097591,-0.0993,0.00669,0.030979,0.049704,-0.006072,-0.020471,-0.040287,-0.000618,-0.015998,-0.049559,-0.023198,-0.026507,-0.012399,0.007708,0.019816,0.038978,-0.003636,-0.025088,-0.053486,0.002411,-0.004215,-0.012807,-0.039721,-0.072687,-0.087558,-0.0021,0.022055,0.022281,0.016163,0.020936,0.008468,0.051462,-1.036893,0.131803,0.088258,1,0,0,0,0,0,0,0,0,0,0
443,-0.01415,-0.037746,-0.054045,-0.030153,-0.031449,-0.030671,0.016113,0.039969,0.04171,-0.010372,-0.030967,-0.034116,-0.006038,-0.031153,-0.064343,-0.012854,0.001926,0.008594,0.008631,0.024633,0.03356,-0.011705,-0.042747,-0.049303,-0.00111,-0.011192,-0.014928,-0.018177,-0.033945,-0.037352,0.01652,0.033896,0.020449,0.014206,0.006911,-0.023387,0.049073,-1.036976,0.146765,0.092035,1,0,0,0,0,0,0,0,0,0,0
444,-0.007384,-0.035906,-0.036244,-0.006409,-0.008171,0.008396,0.008733,0.028036,0.023538,-0.004348,-0.024775,-0.022826,-0.009745,-0.04434,-0.069826,0.009595,0.024138,0.040966,0.003748,0.0235,0.023913,-0.01027,-0.039542,-0.035869,-0.005707,-0.014564,-0.013048,-0.01559,-0.030919,-0.026939,0.011935,0.012213,0.00203,-0.009522,-0.024941,-0.072202,0.049543,-1.035842,0.157384,0.073919,1,0,0,0,0,0,0,0,0,0,0
