,left_elbow_x_cumsum_0,left_elbow_x_cumsum_1,left_elbow_x_cumsum_2,left_elbow_y_cumsum_0,left_elbow_y_cumsum_1,left_elbow_y_cumsum_2,right_elbow_x_cumsum_0,right_elbow_x_cumsum_1,right_elbow_x_cumsum_2,right_elbow_y_cumsum_0,right_elbow_y_cumsum_1,right_elbow_y_cumsum_2,left_wrist_x_cumsum_0,left_wrist_x_cumsum_1,left_wrist_x_cumsum_2,left_wrist_y_cumsum_0,left_wrist_y_cumsum_1,left_wrist_y_cumsum_2,right_wrist_x_cumsum_0,right_wrist_x_cumsum_1,right_wrist_x_cumsum_2,right_wrist_y_cumsum_0,right_wrist_y_cumsum_1,right_wrist_y_cumsum_2,right_forearm_r_cumsum_0,right_forearm_r_cumsum_1,right_forearm_r_cumsum_2,left_forearm_r_cumsum_0,left_forearm_r_cumsum_1,left_forearm_r_cumsum_2,right_forearm_angle_cumsum_0,right_forearm_angle_cumsum_1,right_forearm_angle_cumsum_2,left_forearm_angle_cumsum_0,left_forearm_angle_cumsum_1,left_forearm_angle_cumsum_2,shoulder_wrist_right_x,shoulder_wrist_right_y,shoulder_wrist_left_x,shoulder_wrist_left_y,gt_idle,gt_sr,gt_sl,gt_r,gt_rl,gt_su,gt_sd,gt_pin,gt_spr,gt_ft,gt_p
42,-0.010683,-0.040346,-0.059465,0.008968,0.01494,0.018488,-0.002937,-0.033862,-0.059327,0.006406,0.009126,0.051009,-0.003528,-0.023474,-0.04212,0.008554,0.019532,0.043046,-0.00678,-0.040997,-0.060332,-0.013482,-0.034926,-0.015551,-0.019978,-0.044202,-0.066561,0.000962,0.007893,0.027494,0.004706,0.006781,0.001003,-0.002831,-0.006451,-0.004697,0.054732,-0.962983,-0.175971,-0.902223,1,0,0,0,0,0,0,0,0,0,0
43,-0.01524,-0.035967,-0.059821,0.001711,0.005605,0.014572,-0.017246,-0.037835,-0.070322,0.000197,0.018996,0.065996,-0.009282,-0.02759,-0.050283,0.007846,0.02464,0.034355,-0.010363,-0.041572,-0.05868,-2e-05,-0.011386,0.006529,-1.8e-05,-0.030449,-0.059014,0.007226,0.020347,0.021322,-0.008721,0.002382,-0.010621,-0.001889,-0.001569,-0.002081,0.044634,-0.964023,-0.176169,-0.897689,1,0,0,0,0,0,0,0,0,0,0
44,-0.014275,-0.033244,-0.055576,0.004224,0.007744,0.023701,-0.013532,-0.038797,-0.060973,0.002503,0.044058,0.083266,-0.01056,-0.029059,-0.051411,0.00309,0.026419,0.033381,-0.023642,-0.042826,-0.050609,-0.021256,-0.002034,0.014236,-0.024016,-0.046199,-0.068442,-0.00031,0.019138,0.010344,0.01035,0.004882,-0.005809,-0.00161,5e-05,-0.000867,0.040877,-0.965122,-0.175626,-0.899016,1,0,0,0,0,0,0,0,0,0,0
45,-0.006343,-0.030091,-0.059615,-0.000352,0.008575,0.023239,-0.00695,-0.039293,-0.068366,0.016211,0.063002,0.107581,-0.007655,-0.030248,-0.054505,0.013626,0.023298,0.030698,-0.0074,-0.024433,-0.039822,0.009965,0.027801,0.055699,-0.006252,-0.034691,-0.050436,0.013373,0.014343,0.008411,0.000329,-0.012277,-0.021341,0.001933,0.001437,-0.001721,0.033372,-0.9731,-0.172323,-0.886366,1,0,0,0,0,0,0,0,0,0,0
46,-0.012748,-0.035284,-0.066522,0.003907,0.02001,0.023148,-0.01849,-0.040868,-0.065259,0.025595,0.065161,0.112482,-0.010952,-0.033508,-0.05855,0.009808,0.016833,0.012393,-0.011899,-0.019753,-0.039763,0.009354,0.025772,0.057188,-0.016084,-0.03853,-0.054094,0.006146,-0.002728,-0.00873,-0.006174,-0.017567,-0.021197,-0.000274,-0.001252,-0.005008,0.034223,-0.971898,-0.171718,-0.880308,1,0,0,0,0,0,0,0,0,0,0
47,-0.011355,-0.041554,-0.065306,0.005167,0.020166,0.019546,-0.014319,-0.044058,-0.055593,0.021889,0.067488,0.093723,-0.011996,-0.036808,-0.063483,-6e-05,0.00751,-0.000881,-0.005347,-0.021088,-0.051848,0.008751,0.037289,0.049084,-0.012768,-0.028873,-0.044476,-0.005244,-0.011313,-0.019542,-0.007926,-0.018546,-0.007987,-0.000278,-0.003978,-0.003509,0.05769,-0.966852,-0.168586,-0.88211,1,0,0,0,0,0,0,0,0,0,0
48,-0.011639,-0.043683,-0.06433,0.011295,0.014514,0.014149,-0.008482,-0.033501,-0.050646,0.018461,0.067002,0.077204,-0.011012,-0.036699,-0.066456,0.007267,0.002712,-0.006761,-0.002652,-0.023178,-0.067124,0.007996,0.040222,0.040485,-0.010119,-0.026084,-0.037255,-0.003802,-0.009958,-0.02088,-0.005071,-0.009408,0.006281,-0.000869,-0.005358,-0.001864,0.075798,-0.957061,-0.164578,-0.881159,1,0,0,0,0,0,0,0,0,0,0
49,-0.018937,-0.043008,-0.063346,0.003877,0.003247,0.005155,-0.021636,-0.033327,-0.041364,0.027705,0.054293,0.057297,-0.014106,-0.041141,-0.077431,0.000386,-0.008119,-0.021311,-0.013294,-0.04447,-0.06434,0.020905,0.03286,0.038503,-0.006176,-0.021989,-0.01969,-0.002339,-0.010679,-0.028797,-0.006499,0.005099,0.011998,-0.003179,-0.002664,0.003108,0.076665,-0.958108,-0.149623,-0.878321,1,0,0,0,0,0,0,0,0,0,0
50,-0.013059,-0.033552,-0.049806,-0.000643,-0.001005,0.004219,-0.003416,-0.020433,-0.016636,0.020754,0.03088,0.028751,-0.011532,-0.041067,-0.071002,-0.004902,-0.014305,-0.026802,-0.007213,-0.050831,-0.05284,0.011291,0.011552,0.016033,-0.009732,-0.02082,-0.014271,-0.003795,-0.014636,-0.034792,0.001937,0.016824,0.020225,-0.001299,0.002017,0.00616,0.075449,-0.951361,-0.148885,-0.872945,1,0,0,0,0,0,0,0,0,0,0
51,-0.010778,-0.030925,-0.045906,2e-05,0.00191,0.008365,-0.008164,-0.016126,-0.011823,0.00557,0.008546,0.016327,-0.015242,-0.051194,-0.070758,-0.003519,-0.016589,-0.025858,-0.023667,-0.043352,-0.049585,0.000543,0.006133,0.005027,-0.005926,-0.003648,-0.012574,-0.004464,-0.022414,-0.038729,0.008915,0.015376,0.02134,0.001788,0.007194,0.007718,0.079473,-0.954374,-0.142996,-0.869648,1,0,0,0,0,0,0,0,0,0,0
